19.24,6.40,51.32
81.82,91.89,31.87
54.74,84.42,80.63
26.65,25.28,22.97
91.16,65.88,49.07
50.08,71.28,15.65
56.06,28.77,57.39
97.91,86.73,56.45
89.66,8.25,96.17
18.56,2.72,52.39
73.06,23.34,57.08
77.68,68.61,38.94
79.94,55.72,85.46
37.15,3.73,22.88
85.49,57.16,13.99
73.31,43.55,67.63
81.37,54.33,91.10
46.14,20.85,73.46
72.35,27.61,18.63
56.43,37.27,73.89
70.80,90.59,5.84
98.69,36.22,78.00
40.89,35.66,20.98
79.79,66.96,82.67
17.47,74.63,96.89
78.07,97.89,73.59
32.93,28.33,90.18
19.80,33.97,17.09
47.22,87.57,60.36
51.80,58.45,42.09
29.02,36.54,45.14
38.24,33.60,65.52
98.12,71.87,40.83
28.54,54.93,60.02
66.29,56.74,6.07
90.22,13.72,11.09
79.63,49.61,59.00
95.92,60.22,18.22
53.11,23.65,23.98
61.90,2.54,72.38
38.30,91.50,97.08
5.44,81.99,39.13
68.20,70.37,95.60
15.88,18.65,86.88
16.80,52.20,46.05
46.18,99.12,75.66
29.03,66.27,80.58
80.09,93.18,65.86
79.17,64.51,89.37
36.71,10.96,60.90
26.26,11.99,28.98
52.29,32.65,93.88
88.86,81.96,60.95
68.35,80.12,95.26
43.55,50.11,50.87
7.11,84.16,49.42
26.70,81.28,79.74
5.90,88.67,41.89
14.93,22.15,67.59
35.25,10.85,80.84
74.92,99.38,72.60
39.45,7.28,46.66
97.85,6.55,10.74
12.01,92.51,96.20
21.97,95.13,74.86
2.08,61.71,85.39
24.34,57.82,83.11
74.31,69.51,20.99
58.98,30.05,10.95
28.78,6.43,42.36
89.35,27.88,49.87
73.75,54.25,69.45
40.15,59.13,73.00
27.27,42.14,62.59
91.38,75.21,50.06
83.57,54.96,76.96
80.82,7.21,42.38
62.75,36.46,34.02
17.30,48.33,39.16
10.69,9.15,43.98
90.24,39.54,16.71
9.28,15.17,15.01
38.12,78.96,97.68
44.24,11.57,51.57
71.88,25.23,72.27
34.81,23.59,30.39
26.92,91.99,64.11
10.62,49.17,87.35
42.96,71.75,32.77
3.48,22.55,92.51
28.28,57.21,14.19
47.36,24.86,61.17
6.35,69.55,56.73
52.45,88.72,58.82
29.90,29.92,43.57
28.64,3.12,63.94
19.39,44.71,78.92
95.93,11.12,52.70
9.39,45.13,1.96
80.63,19.31,38.37
24.10,31.15,57.45
52.93,67.80,7.27
50.53,91.25,47.69
9.64,43.31,50.79
20.34,23.17,22.68
39.82,43.90,55.41
92.96,89.19,52.01
43.20,16.44,51.28
9.95,25.47,87.06
19.27,24.78,4.08
94.97,31.71,82.00
45.26,59.24,98.09
75.39,56.22,13.88
68.32,11.55,55.67
88.73,7.96,82.97
1.85,96.17,85.49
19.67,77.46,15.45
73.67,16.63,37.17
49.09,36.24,10.00
95.47,23.77,71.63
37.23,29.97,47.98
94.15,86.10,73.32
96.69,58.34,44.38
34.06,22.68,38.66
96.46,40.20,30.07
47.45,67.37,14.34
36.18,21.47,14.52
18.20,38.18,42.59
52.63,48.34,17.35
75.44,15.39,78.20
26.71,76.64,99.91
17.69,5.13,9.18
26.99,45.19,88.99
32.06,46.21,5.75
7.45,68.09,42.94
81.70,54.04,31.47
93.26,68.33,87.77
94.85,34.50,36.56
97.77,34.68,40.97
49.37,29.95,94.37
6.19,25.23,97.40
74.80,60.27,38.81
35.87,84.75,71.95
79.49,86.90,17.11
23.14,16.24,74.17
10.84,57.10,95.06
38.10,25.90,75.77
19.91,76.74,27.33
37.29,43.59,87.67
78.29,17.31,28.17
37.00,96.63,82.36
44.09,78.18,56.98
21.43,51.60,78.16
49.74,71.59,12.61
77.94,97.29,15.69
68.16,89.83,95.10
75.93,19.84,5.32
96.89,8.62,52.34
40.83,2.98,45.26
35.98,71.73,93.25
15.86,76.96,21.95
68.85,38.48,43.89
20.51,70.53,43.68
95.24,87.03,54.05
81.21,41.57,14.35
59.62,18.90,25.24
84.73,48.41,47.45
73.33,10.01,33.41
74.03,90.70,93.74
96.75,85.20,58.23
27.49,15.50,36.99
11.00,20.22,9.46
52.17,99.75,82.92
53.03,68.82,13.81
9.99,10.51,15.99
5.59,63.77,26.31
61.32,35.46,85.52
29.69,37.46,38.25
48.12,84.33,84.39
33.24,16.77,24.79
53.86,90.62,10.29
45.47,39.60,2.21
63.60,81.11,11.32
49.89,57.81,86.91
67.21,95.99,84.06
50.57,23.83,78.42
92.67,22.52,11.74
87.95,71.94,2.12
64.18,60.27,91.37
37.42,37.71,7.49
63.40,8.42,4.22
60.85,45.05,30.18
57.23,49.39,50.45
94.91,54.07,8.53
11.91,84.68,11.54
56.61,68.67,14.65
91.03,99.36,65.56
63.86,4.66,89.72
57.40,21.72,56.55
84.34,47.07,5.98
4.76,57.08,6.40
78.97,60.51,78.57
42.84,58.13,41.92
67.32,36.55,9.38
44.46,12.53,60.55
93.06,73.40,22.79
87.21,56.33,68.68
18.17,72.93,70.62
98.56,66.02,95.25
55.68,35.35,8.59
39.84,52.32,41.03
51.40,90.88,1.25
60.97,1.52,39.22
88.89,29.83,99.53
55.82,58.14,62.92
88.78,67.70,27.74
52.60,59.97,8.44
83.24,20.80,67.57
86.89,4.76,57.88
88.51,12.82,23.47
21.97,61.18,24.90
33.93,24.38,15.89
31.98,13.84,17.36
16.49,61.27,3.52
34.60,60.81,64.68
11.45,30.46,49.32
63.65,26.96,19.16
19.66,40.50,14.69
3.22,69.60,38.71
31.69,50.72,30.22
61.18,60.64,71.05
13.78,20.26,68.38
12.47,91.20,17.35
10.16,5.25,57.03
19.45,75.63,64.46
98.55,10.25,46.33
50.68,4.26,93.56
37.83,89.17,5.87
62.84,64.12,65.26
53.69,19.92,13.72
84.40,38.17,5.69
15.44,30.77,3.81
66.56,33.04,30.96
22.02,51.37,31.19
79.03,37.91,20.10
81.31,65.07,87.78
22.21,57.60,83.37
8.37,90.73,21.35
27.33,74.36,71.77
56.18,78.06,8.47
13.27,18.33,59.61
40.81,23.30,59.16
20.95,94.49,13.72
79.51,84.39,56.69
17.12,90.01,13.67
15.27,9.82,17.69
85.18,41.92,35.51
82.53,39.09,29.48
71.56,83.23,62.20
55.62,56.80,55.72
82.80,54.35,44.46
59.18,47.47,72.18
40.56,34.22,44.89
57.57,25.31,83.78
92.88,89.54,60.08
21.10,61.25,74.61
38.51,54.36,70.95
53.35,31.77,57.36
96.27,40.64,58.30
35.47,43.31,95.60
99.80,31.35,69.54
46.85,61.55,59.82
96.22,26.83,86.41
14.96,21.92,71.87
18.68,12.18,51.57
16.01,6.67,47.34
49.22,45.49,52.18
14.47,81.09,60.72
8.39,93.49,53.23
37.99,26.62,71.67
8.94,33.21,3.74
38.92,77.87,95.66
37.14,40.21,62.75
33.51,75.73,2.31
42.77,60.49,20.83
15.06,16.76,13.51
94.38,84.82,87.44
32.95,7.51,68.60
31.70,36.94,71.52
85.43,90.87,83.37
75.77,81.03,85.66
89.51,35.40,33.62
25.34,19.49,95.33
30.94,62.79,61.52
13.59,39.07,55.63
42.88,54.06,50.21
17.85,55.00,43.82
62.31,12.90,82.73
11.20,67.36,59.91
4.04,58.69,36.54
75.11,74.77,29.66
76.23,16.63,96.70
9.64,3.90,55.54
13.58,69.40,12.27
54.93,46.95,26.34
53.01,71.95,16.58
46.30,26.06,93.03
41.38,36.38,67.60
47.30,69.21,87.98
86.83,21.21,72.65
77.22,13.48,72.11
36.40,52.57,51.95
1.67,38.89,81.53
31.11,20.07,55.12
74.28,75.83,43.35
43.56,21.32,21.71
1.10,61.69,63.31
68.62,52.69,57.56
33.76,23.47,93.26
4.10,72.49,8.58
1.58,11.31,77.40
26.40,96.25,37.59
2.67,66.16,77.02
23.51,78.17,76.94
74.12,26.24,14.69
17.14,8.30,2.47
64.45,63.18,4.62
74.20,70.49,21.12
59.59,59.32,13.14
81.52,45.40,72.91
20.79,15.61,62.35
28.55,44.36,32.98
80.79,37.46,97.27
49.24,14.94,79.60
43.33,92.51,9.88
59.87,9.10,41.83
59.35,71.54,89.52
56.15,83.35,18.96
16.54,57.50,45.79
79.94,29.20,50.65
27.05,3.15,52.71
23.97,9.81,94.63
16.77,66.04,71.34
51.28,18.81,33.73
39.98,79.76,14.75
53.32,99.72,19.30
46.46,11.68,19.35
28.56,28.18,77.19
85.25,9.43,40.84
33.54,45.34,65.54
3.77,38.36,57.81
41.24,20.88,30.08
80.59,80.10,31.21
89.08,48.09,44.61
25.63,12.89,85.03
82.90,24.26,18.89
83.02,91.52,63.58
2.31,23.22,26.18
63.74,70.53,34.96
16.22,12.58,50.84
56.69,32.16,35.40
27.78,42.77,73.23
95.60,86.91,67.74
18.12,91.38,74.49
69.74,50.17,8.47
22.05,62.12,8.68
23.65,19.14,58.88
19.27,47.35,93.74
52.38,74.55,18.73
37.67,92.18,95.34
84.61,55.45,28.84
49.65,40.49,73.42
83.61,57.28,87.36
7.80,55.62,94.44
62.94,7.46,46.21
12.50,56.72,46.62
58.99,29.78,33.21
64.57,17.47,40.91
62.68,86.55,88.01
43.76,54.15,53.71
39.68,47.22,84.10
55.36,70.31,52.28
13.33,26.74,22.29
84.81,81.16,85.11
90.50,68.27,88.24
13.76,31.13,53.34
59.42,53.95,65.37
97.87,18.12,82.14
89.17,72.91,8.21
34.97,91.06,86.98
7.53,11.41,83.20
90.43,16.90,65.64
88.81,70.04,13.76
78.38,98.60,70.46
6.59,51.60,73.91
4.74,35.69,17.13
43.99,68.75,24.03
49.82,21.01,88.31
86.54,73.95,26.49
6.27,89.68,12.55
6.94,98.42,42.69
83.10,91.99,75.25
2.68,78.38,49.62
88.80,80.71,38.22
48.43,60.81,24.66
46.49,76.78,42.28
62.93,15.59,16.12
44.03,23.88,60.80
86.54,68.70,19.44
3.59,96.72,27.51
31.23,1.68,92.06
86.95,37.32,19.19
52.17,8.89,36.80
57.40,60.82,34.15
71.35,26.13,8.78
72.81,48.31,22.41
84.29,85.57,16.72
85.30,58.42,96.31
71.50,42.31,47.97
97.01,13.21,4.35
19.28,73.55,93.22
5.87,77.01,79.54
84.18,55.55,49.76
11.51,73.93,56.64
87.18,76.97,20.13
98.53,61.55,55.99
79.80,67.98,62.48
18.41,45.62,13.37
60.79,46.97,16.58
9.38,32.99,44.64
61.01,18.09,6.89
4.25,36.03,87.68
37.62,49.43,27.24
63.59,80.57,98.99
37.45,66.39,84.83
72.86,27.46,97.62
99.03,77.38,77.70
62.16,49.60,40.21
49.41,44.23,9.33
8.76,62.71,93.25
64.04,38.12,51.87
52.89,49.49,96.77
88.42,35.51,3.61
67.04,12.37,12.13
82.76,89.42,51.57
82.17,61.73,16.16
74.16,20.47,11.18
36.25,46.76,46.40
74.25,37.31,44.22
66.94,31.32,7.69
21.91,28.67,32.12
34.59,92.51,69.45
14.82,79.58,59.76
45.10,87.16,79.64
72.92,57.92,93.14
29.40,5.17,99.45
63.79,23.85,58.77
16.72,95.65,96.53
53.46,27.52,98.23
68.02,57.46,15.06
68.91,25.68,78.88
51.94,91.31,16.03
61.96,90.27,70.89
72.36,60.96,39.73
42.08,12.75,37.03
67.03,32.32,51.01
31.50,34.08,86.83
47.15,57.40,15.17
7.55,55.01,68.33
3.31,83.13,80.38
47.46,93.44,72.58
67.91,94.98,41.75
88.08,10.25,81.90
36.51,44.04,65.52
62.16,5.27,35.86
94.35,53.59,51.94
9.46,55.57,22.50
63.46,13.25,3.89
14.57,68.02,10.98
21.29,30.97,12.87
81.73,50.76,45.90
39.65,21.35,57.00
26.01,70.70,5.34
37.58,21.77,84.67
88.91,18.54,69.18
52.88,60.34,15.75
54.10,39.37,57.90
16.20,58.95,2.48
68.42,34.56,52.60
26.92,77.25,33.51
38.96,13.80,57.10
48.09,27.97,93.18
66.71,48.86,67.71
90.63,35.26,82.42
18.59,57.99,96.04
82.03,27.69,11.54
60.25,97.29,31.15
61.84,93.50,8.03
73.35,90.20,14.93
90.23,13.87,35.73
96.98,94.73,66.32
81.02,23.43,25.96
5.24,9.45,8.39
77.34,33.99,38.67
82.78,89.41,31.58
30.57,15.27,52.58
49.18,35.27,86.44
3.73,44.73,75.05
95.69,65.22,32.52
19.28,54.42,40.11
17.77,58.04,17.78
36.19,3.89,36.40
13.69,35.35,44.37
78.46,81.74,23.61
46.96,67.07,85.95
83.42,15.49,65.33
5.90,40.33,67.62
47.13,77.83,58.43
55.27,97.96,16.30
62.74,46.04,69.16
71.33,1.93,52.43
23.48,6.84,98.24
21.41,93.15,71.98
66.24,13.50,89.31
86.98,5.33,63.65
5.70,63.96,17.29
19.71,75.60,17.56
72.25,15.92,99.00
64.20,8.28,78.41
80.60,10.18,18.88
4.31,86.01,89.30
4.03,86.22,97.70
44.15,51.03,63.25
39.90,72.61,12.84
46.40,2.39,28.14
97.46,21.56,37.43
90.92,40.33,15.11
8.55,88.87,17.27
27.11,63.00,96.64
90.35,67.52,93.71
96.48,26.48,33.46
71.40,59.34,68.20
5.91,86.18,35.56
22.96,62.07,33.60
59.00,59.68,41.39
52.35,83.79,77.98
8.88,12.15,96.45
98.50,42.65,53.36
76.82,31.07,66.28
40.81,4.79,44.30
19.02,48.03,42.78
10.97,83.98,3.72
68.74,20.34,74.71
50.76,49.50,66.89
78.10,31.15,13.28
3.37,75.99,83.80
8.46,89.23,63.49
72.56,86.97,54.42
89.70,82.08,4.94
35.67,82.29,5.62
69.86,30.58,3.40
32.40,65.88,8.13
39.10,80.40,79.79
18.74,28.95,59.87
83.55,48.05,67.17
37.73,46.64,84.14
54.33,99.80,43.88
37.03,95.72,17.77
94.72,30.12,90.15
6.31,40.16,15.72
85.19,62.92,39.30
88.31,22.98,82.64
72.41,70.58,45.88
93.79,89.15,18.25
80.54,62.63,53.66
51.82,69.58,82.97
20.47,60.17,72.32
43.03,72.90,4.63
33.88,77.57,52.60
81.47,48.26,59.60
98.47,42.63,50.40
42.92,47.39,13.97
92.49,74.08,13.15
1.07,79.16,19.89
15.07,51.09,63.24
84.56,6.22,24.07
27.64,23.78,83.19
88.60,15.57,96.81
85.24,97.26,93.46
28.52,89.69,95.44
88.27,15.58,69.32
26.35,45.70,8.87
75.36,56.79,47.29
34.92,64.09,1.44
25.12,37.77,5.30
37.47,88.59,52.14
57.77,30.46,23.98
64.98,43.88,47.33
73.00,20.78,73.91
14.61,81.18,17.73
59.55,9.09,33.70
14.89,64.75,85.94
85.85,97.02,30.48
54.97,69.50,88.35
40.32,59.47,86.69
78.73,76.75,16.97
38.66,38.06,62.57
45.31,49.63,17.67
57.65,69.54,87.30
95.36,55.43,33.87
10.72,25.44,83.30
53.25,1.52,30.82
99.30,53.92,12.09
84.38,47.72,81.54
50.67,23.34,22.53
53.28,25.67,93.25
76.93,8.58,73.48
36.30,96.84,62.36
93.84,67.38,48.72
14.03,19.06,11.98
15.77,37.69,50.22
45.29,28.39,31.08
30.93,52.68,91.63
94.33,89.30,70.18
24.29,26.06,68.40
78.27,18.42,78.67
13.61,45.68,66.11
93.64,74.31,58.84
76.79,32.15,60.60
81.90,49.34,49.23
39.71,65.03,79.11
51.79,98.55,91.45
2.17,7.20,33.97
96.03,88.94,58.56
43.96,93.16,69.85
92.01,95.60,66.23
44.72,9.13,22.44
32.67,31.28,28.35
2.60,59.23,94.39
22.30,7.03,32.90
68.34,74.00,55.13
91.60,8.21,15.32
79.29,32.33,78.16
